Batch Size,Noise Multiplier,Learning Rate,Clipping Norm,Sample Ratio,DP Enabled,ROC AUC mean,ROC AUC min,ROC AUC max,Accuracy mean,Accuracy min,Accuracy max,Precision mean,Precision min,Precision max,Recall mean,Recall min,Recall max,F1 Score mean,F1 Score min,F1 Score max,Type I Error mean,Type I Error min,Type I Error max,Type II Error mean,Type II Error min,Type II Error max,Epsilon mean,Epsilon min,Epsilon max
32,1.1,0.005,2.0,0.5,True,0.882,0.865,0.893,0.811,0.793,0.832,0.362,0.343,0.384,0.797,0.718,0.838,0.497,0.483,0.51,0.187,0.153,0.213,0.203,0.162,0.282,1.419,1.419,1.419
32,1.1,0.005,2.0,1.0,True,0.892,0.863,0.903,0.815,0.797,0.841,0.369,0.349,0.395,0.81,0.681,0.85,0.506,0.495,0.518,0.184,0.138,0.21,0.19,0.15,0.319,1.058,1.058,1.058
32,1.5,0.001,0.5,0.05,True,0.697,0.681,0.707,0.617,0.539,0.661,0.185,0.167,0.201,0.663,0.622,0.737,0.289,0.272,0.308,0.39,0.334,0.487,0.337,0.263,0.378,3.035,3.035,3.035
32,1.5,0.001,0.5,0.1,True,0.721,0.712,0.738,0.641,0.621,0.662,0.198,0.19,0.205,0.678,0.642,0.719,0.306,0.296,0.314,0.364,0.338,0.392,0.322,0.281,0.358,2.093,2.093,2.093
32,1.5,0.001,0.5,0.5,True,0.79,0.774,0.804,0.688,0.642,0.712,0.236,0.213,0.251,0.739,0.706,0.779,0.358,0.332,0.376,0.318,0.287,0.376,0.261,0.221,0.294,0.904,0.904,0.904
32,1.5,0.001,0.5,1.0,True,0.867,0.853,0.874,0.781,0.701,0.827,0.33,0.264,0.378,0.796,0.748,0.871,0.464,0.406,0.502,0.221,0.163,0.321,0.204,0.129,0.252,0.643,0.643,0.643
32,1.5,0.001,1.0,0.05,True,0.698,0.684,0.716,0.615,0.553,0.664,0.184,0.173,0.192,0.664,0.572,0.745,0.288,0.281,0.296,0.391,0.324,0.472,0.336,0.255,0.428,3.035,3.035,3.035
32,1.5,0.001,1.0,0.1,True,0.725,0.715,0.732,0.643,0.607,0.667,0.2,0.188,0.209,0.678,0.634,0.712,0.308,0.298,0.318,0.361,0.332,0.407,0.322,0.288,0.366,2.093,2.093,2.093
32,1.5,0.001,1.0,0.5,True,0.79,0.777,0.806,0.685,0.658,0.733,0.235,0.221,0.265,0.741,0.707,0.775,0.356,0.341,0.388,0.322,0.266,0.358,0.259,0.225,0.293,0.904,0.904,0.904
32,1.5,0.001,1.0,1.0,True,0.867,0.858,0.874,0.778,0.699,0.825,0.326,0.264,0.377,0.802,0.762,0.878,0.462,0.405,0.506,0.226,0.168,0.324,0.198,0.122,0.238,0.643,0.643,0.643
32,1.5,0.001,2.0,0.05,True,0.698,0.681,0.72,0.624,0.56,0.671,0.187,0.173,0.201,0.661,0.586,0.784,0.292,0.27,0.309,0.381,0.317,0.47,0.339,0.216,0.414,3.035,3.035,3.035
32,1.5,0.001,2.0,0.1,True,0.721,0.704,0.736,0.636,0.605,0.665,0.198,0.187,0.21,0.688,0.655,0.72,0.307,0.291,0.32,0.371,0.336,0.41,0.312,0.28,0.345,2.093,2.093,2.093
32,1.5,0.001,2.0,0.5,True,0.792,0.776,0.822,0.691,0.654,0.754,0.239,0.219,0.286,0.743,0.72,0.772,0.361,0.34,0.412,0.316,0.244,0.361,0.257,0.228,0.28,0.904,0.904,0.904
32,1.5,0.001,2.0,1.0,True,0.867,0.852,0.875,0.779,0.7,0.809,0.328,0.262,0.355,0.801,0.747,0.864,0.463,0.402,0.488,0.224,0.187,0.322,0.199,0.136,0.253,0.643,0.643,0.643
32,1.5,0.003,0.5,0.05,True,0.734,0.72,0.746,0.662,0.631,0.711,0.209,0.194,0.226,0.673,0.605,0.725,0.318,0.302,0.329,0.339,0.275,0.38,0.327,0.275,0.395,3.035,3.035,3.035
32,1.5,0.003,0.5,0.1,True,0.762,0.752,0.77,0.659,0.587,0.693,0.217,0.193,0.232,0.728,0.684,0.798,0.334,0.311,0.349,0.351,0.306,0.441,0.272,0.202,0.316,2.093,2.093,2.093
32,1.5,0.003,0.5,0.5,True,0.883,0.874,0.888,0.803,0.67,0.865,0.361,0.252,0.445,0.795,0.639,0.923,0.492,0.396,0.525,0.196,0.105,0.363,0.205,0.077,0.361,0.904,0.904,0.904
32,1.5,0.003,0.5,1.0,True,0.892,0.886,0.897,0.819,0.799,0.831,0.374,0.35,0.388,0.806,0.769,0.834,0.511,0.493,0.519,0.179,0.161,0.206,0.194,0.166,0.231,0.643,0.643,0.643
32,1.5,0.003,1.0,0.05,True,0.733,0.72,0.743,0.661,0.627,0.721,0.209,0.193,0.236,0.677,0.619,0.742,0.319,0.301,0.342,0.341,0.266,0.389,0.323,0.258,0.381,3.035,3.035,3.035
32,1.5,0.003,1.0,0.1,True,0.76,0.744,0.775,0.662,0.599,0.701,0.218,0.194,0.236,0.722,0.671,0.771,0.334,0.31,0.352,0.346,0.298,0.424,0.278,0.229,0.329,2.093,2.093,2.093
32,1.5,0.003,1.0,0.5,True,0.884,0.879,0.888,0.804,0.692,0.858,0.362,0.264,0.432,0.798,0.696,0.912,0.493,0.409,0.533,0.196,0.121,0.337,0.202,0.088,0.304,0.904,0.904,0.904
32,1.5,0.003,1.0,1.0,True,0.891,0.887,0.899,0.795,0.612,0.825,0.354,0.225,0.383,0.827,0.796,0.948,0.493,0.364,0.52,0.21,0.173,0.433,0.173,0.052,0.204,0.643,0.643,0.643
32,1.5,0.003,2.0,0.05,True,0.74,0.73,0.753,0.658,0.586,0.706,0.21,0.191,0.228,0.687,0.62,0.782,0.321,0.306,0.339,0.345,0.284,0.44,0.313,0.218,0.38,3.035,3.035,3.035
32,1.5,0.003,2.0,0.1,True,0.76,0.752,0.77,0.663,0.613,0.695,0.218,0.203,0.233,0.721,0.664,0.79,0.334,0.321,0.349,0.345,0.301,0.41,0.279,0.21,0.336,2.093,2.093,2.093
32,1.5,0.003,2.0,0.5,True,0.882,0.875,0.89,0.805,0.667,0.871,0.367,0.25,0.461,0.789,0.612,0.922,0.493,0.394,0.53,0.193,0.095,0.366,0.211,0.078,0.388,0.904,0.904,0.904
32,1.5,0.003,2.0,1.0,True,0.892,0.888,0.898,0.813,0.787,0.854,0.368,0.34,0.429,0.819,0.746,0.864,0.507,0.487,0.545,0.188,0.131,0.223,0.181,0.136,0.254,0.643,0.643,0.643
32,1.5,0.005,0.5,0.05,True,0.754,0.741,0.768,0.675,0.618,0.739,0.221,0.2,0.254,0.694,0.635,0.753,0.335,0.314,0.363,0.327,0.248,0.4,0.306,0.247,0.365,3.035,3.035,3.035
32,1.5,0.005,0.5,0.1,True,0.785,0.774,0.793,0.691,0.591,0.76,0.239,0.2,0.275,0.724,0.641,0.83,0.357,0.322,0.384,0.313,0.224,0.441,0.276,0.17,0.359,2.093,2.093,2.093
32,1.5,0.005,0.5,0.5,True,0.886,0.873,0.893,0.813,0.762,0.864,0.37,0.31,0.447,0.794,0.694,0.85,0.501,0.454,0.544,0.185,0.114,0.249,0.206,0.15,0.306,0.904,0.904,0.904
32,1.5,0.005,0.5,1.0,True,0.893,0.872,0.9,0.83,0.806,0.848,0.39,0.357,0.412,0.784,0.692,0.827,0.52,0.499,0.535,0.163,0.131,0.197,0.216,0.173,0.308,0.643,0.643,0.643
32,1.5,0.005,1.0,0.05,True,0.758,0.753,0.762,0.681,0.619,0.719,0.224,0.203,0.243,0.693,0.645,0.771,0.338,0.321,0.356,0.321,0.273,0.401,0.307,0.229,0.355,3.035,3.035,3.035
32,1.5,0.005,1.0,0.1,True,0.787,0.778,0.792,0.702,0.593,0.792,0.247,0.199,0.308,0.719,0.621,0.818,0.365,0.32,0.411,0.301,0.185,0.436,0.281,0.182,0.379,2.093,2.093,2.093
32,1.5,0.005,1.0,0.5,True,0.884,0.864,0.894,0.825,0.758,0.866,0.385,0.31,0.451,0.766,0.663,0.874,0.508,0.458,0.538,0.167,0.108,0.258,0.234,0.126,0.337,0.904,0.904,0.904
32,1.5,0.005,1.0,1.0,True,0.893,0.875,0.9,0.82,0.79,0.851,0.377,0.341,0.418,0.804,0.692,0.855,0.512,0.488,0.525,0.177,0.127,0.219,0.196,0.145,0.308,0.643,0.643,0.643
32,1.5,0.005,2.0,0.05,True,0.749,0.738,0.758,0.674,0.626,0.727,0.22,0.199,0.243,0.691,0.632,0.733,0.333,0.313,0.351,0.328,0.26,0.388,0.309,0.267,0.368,3.035,3.035,3.035
32,1.5,0.005,2.0,0.1,True,0.789,0.778,0.8,0.7,0.568,0.773,0.247,0.195,0.288,0.725,0.64,0.864,0.365,0.319,0.397,0.303,0.21,0.472,0.275,0.136,0.36,2.093,2.093,2.093
32,1.5,0.005,2.0,0.5,True,0.883,0.868,0.893,0.812,0.74,0.845,0.366,0.297,0.412,0.793,0.745,0.891,0.499,0.445,0.533,0.186,0.143,0.28,0.207,0.109,0.255,0.904,0.904,0.904
32,1.5,0.005,2.0,1.0,True,0.893,0.867,0.899,0.815,0.787,0.837,0.37,0.339,0.401,0.815,0.757,0.864,0.508,0.487,0.532,0.185,0.157,0.224,0.185,0.136,0.243,0.643,0.643,0.643
32,2.0,0.001,0.5,0.05,True,0.703,0.692,0.716,0.628,0.569,0.679,0.189,0.173,0.206,0.656,0.607,0.735,0.293,0.272,0.309,0.375,0.312,0.453,0.344,0.265,0.393,2.105,2.105,2.105
32,2.0,0.001,0.5,0.1,True,0.717,0.71,0.724,0.64,0.573,0.664,0.197,0.182,0.208,0.67,0.625,0.757,0.304,0.291,0.319,0.363,0.33,0.451,0.33,0.243,0.375,1.462,1.462,1.462
32,2.0,0.001,0.5,0.5,True,0.791,0.779,0.804,0.688,0.648,0.732,0.237,0.217,0.264,0.741,0.716,0.769,0.358,0.339,0.386,0.319,0.266,0.368,0.259,0.231,0.284,0.638,0.638,0.638
32,2.0,0.001,0.5,1.0,True,0.871,0.863,0.876,0.784,0.714,0.819,0.333,0.27,0.368,0.805,0.764,0.87,0.47,0.41,0.497,0.218,0.174,0.306,0.195,0.13,0.236,0.449,0.449,0.449
32,2.0,0.001,1.0,0.05,True,0.707,0.695,0.72,0.624,0.588,0.648,0.189,0.178,0.199,0.67,0.629,0.757,0.294,0.278,0.307,0.382,0.354,0.434,0.33,0.243,0.371,2.105,2.105,2.105
32,2.0,0.001,1.0,0.1,True,0.721,0.69,0.738,0.636,0.56,0.658,0.197,0.174,0.204,0.684,0.647,0.737,0.306,0.281,0.316,0.371,0.341,0.464,0.316,0.263,0.353,1.462,1.462,1.462
32,2.0,0.001,1.0,0.5,True,0.79,0.778,0.797,0.685,0.639,0.712,0.234,0.21,0.249,0.741,0.712,0.774,0.356,0.329,0.371,0.323,0.29,0.376,0.259,0.226,0.288,0.638,0.638,0.638
32,2.0,0.001,1.0,1.0,True,0.87,0.854,0.881,0.783,0.726,0.821,0.33,0.278,0.372,0.805,0.76,0.858,0.467,0.418,0.505,0.22,0.173,0.291,0.195,0.142,0.24,0.449,0.449,0.449
32,2.0,0.001,2.0,0.05,True,0.696,0.675,0.72,0.617,0.558,0.677,0.185,0.171,0.203,0.663,0.6,0.729,0.289,0.276,0.305,0.389,0.313,0.465,0.337,0.271,0.4,2.105,2.105,2.105
32,2.0,0.001,2.0,0.1,True,0.722,0.704,0.741,0.633,0.575,0.656,0.196,0.176,0.206,0.689,0.651,0.73,0.306,0.283,0.318,0.375,0.344,0.444,0.311,0.27,0.349,1.462,1.462,1.462
32,2.0,0.001,2.0,0.5,True,0.789,0.777,0.807,0.685,0.643,0.728,0.234,0.213,0.262,0.739,0.7,0.766,0.355,0.334,0.385,0.322,0.272,0.374,0.261,0.234,0.3,0.638,0.638,0.638
32,2.0,0.001,2.0,1.0,True,0.87,0.849,0.879,0.779,0.708,0.82,0.327,0.268,0.369,0.808,0.741,0.867,0.463,0.41,0.497,0.225,0.172,0.313,0.192,0.133,0.259,0.449,0.449,0.449
32,2.0,0.003,0.5,0.05,True,0.731,0.719,0.748,0.658,0.608,0.688,0.206,0.192,0.221,0.671,0.606,0.73,0.315,0.301,0.332,0.344,0.302,0.408,0.329,0.27,0.394,2.105,2.105,2.105
32,2.0,0.003,0.5,0.1,True,0.759,0.74,0.771,0.659,0.602,0.698,0.216,0.196,0.233,0.719,0.685,0.776,0.331,0.313,0.349,0.349,0.301,0.421,0.281,0.224,0.315,1.462,1.462,1.462
32,2.0,0.003,0.5,0.5,True,0.883,0.878,0.888,0.804,0.638,0.863,0.367,0.235,0.441,0.787,0.634,0.926,0.493,0.374,0.533,0.193,0.106,0.401,0.213,0.074,0.366,0.638,0.638,0.638
32,2.0,0.003,0.5,1.0,True,0.89,0.877,0.897,0.802,0.648,0.834,0.361,0.242,0.395,0.817,0.78,0.944,0.498,0.385,0.527,0.2,0.16,0.392,0.183,0.056,0.22,0.449,0.449,0.449
32,2.0,0.003,1.0,0.05,True,0.738,0.729,0.75,0.667,0.639,0.728,0.213,0.197,0.243,0.676,0.624,0.73,0.323,0.306,0.349,0.334,0.258,0.371,0.324,0.27,0.376,2.105,2.105,2.105
32,2.0,0.003,1.0,0.1,True,0.761,0.754,0.773,0.65,0.597,0.685,0.213,0.195,0.223,0.733,0.682,0.807,0.33,0.311,0.34,0.361,0.315,0.429,0.267,0.193,0.318,1.462,1.462,1.462
32,2.0,0.003,1.0,0.5,True,0.882,0.864,0.887,0.809,0.699,0.862,0.365,0.268,0.438,0.784,0.634,0.905,0.494,0.413,0.522,0.188,0.108,0.328,0.216,0.095,0.366,0.638,0.638,0.638
32,2.0,0.003,1.0,1.0,True,0.891,0.886,0.896,0.784,0.598,0.842,0.351,0.22,0.409,0.826,0.766,0.958,0.486,0.358,0.536,0.222,0.149,0.45,0.174,0.042,0.234,0.449,0.449,0.449
32,2.0,0.003,2.0,0.05,True,0.74,0.724,0.749,0.662,0.62,0.703,0.211,0.198,0.225,0.683,0.629,0.752,0.322,0.307,0.332,0.34,0.287,0.397,0.317,0.248,0.371,2.105,2.105,2.105
32,2.0,0.003,2.0,0.1,True,0.762,0.756,0.771,0.661,0.59,0.7,0.217,0.194,0.232,0.722,0.67,0.794,0.334,0.312,0.35,0.347,0.296,0.437,0.278,0.206,0.33,1.462,1.462,1.462
32,2.0,0.003,2.0,0.5,True,0.883,0.876,0.887,0.807,0.706,0.871,0.365,0.272,0.461,0.791,0.619,0.898,0.493,0.417,0.528,0.191,0.096,0.319,0.209,0.102,0.381,0.638,0.638,0.638
32,2.0,0.003,2.0,1.0,True,0.892,0.883,0.898,0.822,0.807,0.838,0.378,0.36,0.401,0.803,0.769,0.84,0.513,0.502,0.53,0.176,0.154,0.198,0.197,0.16,0.231,0.449,0.449,0.449
32,2.0,0.005,0.5,0.05,True,0.755,0.744,0.765,0.677,0.613,0.719,0.222,0.202,0.244,0.697,0.65,0.782,0.336,0.321,0.358,0.326,0.274,0.41,0.303,0.218,0.35,2.105,2.105,2.105
32,2.0,0.005,0.5,0.1,True,0.782,0.775,0.787,0.69,0.589,0.788,0.24,0.198,0.302,0.719,0.618,0.821,0.357,0.319,0.405,0.313,0.19,0.441,0.281,0.179,0.382,1.462,1.462,1.462
32,2.0,0.005,0.5,0.5,True,0.882,0.863,0.894,0.821,0.784,0.872,0.377,0.327,0.466,0.769,0.622,0.825,0.503,0.464,0.535,0.172,0.095,0.218,0.231,0.175,0.378,0.638,0.638,0.638
32,2.0,0.005,0.5,1.0,True,0.894,0.889,0.898,0.82,0.803,0.836,0.375,0.355,0.396,0.805,0.768,0.838,0.512,0.498,0.524,0.178,0.156,0.201,0.195,0.162,0.232,0.449,0.449,0.449
32,2.0,0.005,1.0,0.05,True,0.753,0.738,0.764,0.67,0.593,0.715,0.219,0.194,0.238,0.699,0.654,0.787,0.332,0.312,0.349,0.334,0.277,0.433,0.301,0.213,0.346,2.105,2.105,2.105
32,2.0,0.005,1.0,0.1,True,0.783,0.773,0.792,0.69,0.579,0.775,0.238,0.195,0.291,0.724,0.647,0.831,0.356,0.316,0.402,0.315,0.209,0.454,0.276,0.169,0.353,1.462,1.462,1.462
32,2.0,0.005,1.0,0.5,True,0.884,0.865,0.892,0.821,0.764,0.864,0.38,0.312,0.445,0.769,0.664,0.842,0.505,0.455,0.535,0.172,0.11,0.246,0.231,0.158,0.336,0.638,0.638,0.638
32,2.0,0.005,1.0,1.0,True,0.893,0.876,0.899,0.818,0.799,0.849,0.374,0.352,0.415,0.803,0.695,0.852,0.509,0.498,0.527,0.18,0.13,0.208,0.197,0.148,0.305,0.449,0.449,0.449
32,2.0,0.005,2.0,0.05,True,0.754,0.745,0.761,0.669,0.587,0.709,0.217,0.194,0.232,0.696,0.644,0.799,0.33,0.312,0.344,0.335,0.283,0.441,0.304,0.201,0.356,2.105,2.105,2.105
32,2.0,0.005,2.0,0.1,True,0.785,0.773,0.802,0.699,0.593,0.801,0.246,0.202,0.315,0.717,0.598,0.841,0.362,0.323,0.412,0.303,0.173,0.44,0.283,0.159,0.402,1.462,1.462,1.462
32,2.0,0.005,2.0,0.5,True,0.882,0.861,0.894,0.817,0.771,0.844,0.37,0.319,0.402,0.785,0.684,0.847,0.502,0.462,0.527,0.179,0.135,0.238,0.215,0.153,0.316,0.638,0.638,0.638
32,2.0,0.005,2.0,1.0,True,0.889,0.873,0.895,0.796,0.597,0.84,0.357,0.219,0.399,0.82,0.727,0.953,0.494,0.356,0.521,0.207,0.145,0.45,0.18,0.047,0.273,0.449,0.449,0.449
64,0.0,0.001,0.0,0.05,False,0.878,0.871,0.888,0.809,0.8,0.833,0.359,0.348,0.392,0.797,0.754,0.827,0.495,0.485,0.522,0.189,0.16,0.201,0.203,0.173,0.246,inf,inf,inf
64,0.0,0.001,0.0,0.1,False,0.886,0.879,0.894,0.815,0.795,0.83,0.369,0.345,0.388,0.81,0.784,0.84,0.507,0.489,0.519,0.184,0.164,0.212,0.19,0.16,0.216,inf,inf,inf
